gene_name,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_1,dynamic_2,dynamic_3,dynamic_4
FADS2B,0,7,0,0,0,16,9,0
OR5AK29,0,0,0,0,0,0,0,0
OR5AK7,0,0,0,0,0,0,0,0
OR5AK6,0,0,0,0,0,0,0,0
OR5AK31,0,0,0,0,0,0,0,0
OR5AK30,0,0,0,0,0,0,0,0
LOC112441589,0,0,0,0,0,0,0,0
LRRC55,0,0,0,0,0,0,0,0
APLNR,0,0,0,0,0,0,0,0
TNKS1BP1,1083,927,1720,778,1404,781,619,1987
MIR12046,0,0,0,0,0,0,0,0
SSRP1,5750,6875,6324,4095,6164,2352,2092,7009
P2RX3,423,604,950,314,641,884,912,581
LOC617374,187,177,52,24,106,39,124,93
LOC781990,1,0,0,0,0,1,2,0
LOC783660,27,15,15,1,1,4,35,15
LOC520402,45,10,11,4,0,14,24,22
LOC132342275,55,21,25,13,28,24,54,31
SLC43A3,687,885,596,586,1057,1409,498,692
RTN4RL2,19,42,55,3,4,0,6,13
LOC101903906,0,0,0,0,0,0,0,0
SLC43A1,1233,1602,829,1477,1921,1540,1553,1406
LOC132342372,27,63,97,21,67,16,26,100
TIMM10,2773,2107,2864,1904,2961,1816,1735,3001
SMTNL1,0,0,0,0,0,0,0,0
UBE2L6,0,0,0,0,0,0,0,0
SERPING1,18,177,93,21,64,2330,356,12
LOC112441661,0,0,0,0,0,0,0,0
MIR130A,0,0,0,0,0,0,0,0
YPEL4,1,0,0,0,0,0,0,0
CLP1,1662,1470,2054,1540,2764,1851,1661,2225
LOC112441555,10,14,4,6,2,0,31,0
ZDHHC5,1743,1204,2436,1294,1930,1485,671,2378
MED19,944,815,1626,1097,919,870,650,1306
TMX2,8384,8090,5930,8098,11325,5156,8545,8472
SELENOH,7712,4663,7504,5340,11129,3882,5607,7372
BTBD18,83,11,147,15,0,23,2,102
CTNND1,3585,2475,5011,2398,5479,5976,2952,4953
OR6Q1,4,0,3,27,0,22,0,3
OR5AZ2,0,0,0,0,0,0,0,0
LOC132342373,25,10,15,21,6,7,7,9
LOC132342374,8,2,10,46,19,4,0,1
OR9I17,0,0,8,0,0,0,0,0
OR9I2,21,0,14,15,0,18,8,28
OR9Q6,0,0,0,0,0,0,0,0
OR1S8,0,0,0,0,0,0,0,0
LOC104974344,0,0,0,0,0,0,0,0
OR10W4,0,0,0,0,0,0,0,0
OR5B32,0,0,0,0,0,0,0,0
LOC104968475,0,0,0,0,0,0,0,0
TRNAE-UUC_84,0,0,0,0,0,0,0,0
OR5B146,0,0,0,0,0,0,0,0
OR5B12,0,0,0,0,0,0,0,0
OR1S7,0,0,0,0,0,0,0,0
OR5B140,0,0,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0,0,0
OR5B24,0,0,0,0,0,0,0,0
OR5B141,0,0,0,0,0,0,0,0
OR5B12C,0,0,0,0,0,0,0,0
OR5B148,0,0,0,0,0,0,0,0
OR5B139,0,0,0,0,0,0,0,0
OR5B145,0,0,0,0,0,0,0,0
OR5B143,0,0,0,0,0,0,0,0
OR5B144,0,0,0,0,0,0,0,0
OR5B150,0,0,0,0,0,0,0,0
OR5B142,0,0,0,0,0,0,0,0
LOC101907482,0,0,0,0,0,0,0,0
LPXN,3,0,0,29,0,0,0,20
ZFP91,129,158,229,169,282,107,97,331
CNTF,14,27,1,2,23,4,36,30
TRNAF-GAA_16,0,0,0,0,0,0,0,0
LOC112441557,4366,1459,1752,952,4796,1227,504,1786
LOC518623,0,0,0,0,0,0,0,0
LOC104974345,0,0,0,0,0,0,0,0
GAT,0,1,0,0,0,5,3,0
LOC132342276,0,0,0,0,0,0,0,0
GLYAT,0,0,0,0,0,0,0,0
LOC112441481,0,0,0,0,0,0,0,0
GLYATL2,0,0,0,0,0,0,0,0
LOC132342375,0,0,0,0,0,1,0,0
FAM111B,249,256,300,109,215,285,117,223
LOC112441663,0,0,0,0,0,0,0,0
FAM111A,18,0,3,0,9,10,3,4
DTX4,0,1,2,0,22,0,0,0
MPEG1,0,0,0,0,0,0,0,0
LOC132342377,0,0,4,0,1,0,0,0
OR5AN2C,0,0,0,0,0,0,0,0
OR5AN1L,0,0,0,0,0,0,0,0
OR5AN2,1,0,0,0,0,0,0,0
OR5AN1K,2,0,0,0,0,0,0,0
OR5AN1N,3,0,0,0,0,0,0,0
OR5AN1M,0,0,0,0,0,0,0,0
OR5AN1,0,0,0,0,0,0,0,0
OR5A1,0,0,0,0,0,0,0,5
OR4D6,0,0,0,0,0,0,0,0
OR4D32,0,0,0,0,0,0,0,0
OR4D11B,0,0,0,0,0,0,0,0
OR4D31,0,0,0,0,0,0,0,0
OR4D11,0,0,0,0,0,0,0,0
OR4D9,0,0,0,0,0,0,0,0
LOC112441664,8,0,0,0,0,0,13,7
OR4D9D,0,0,0,0,0,0,0,0
TRNAV-UAC_7,0,0,0,0,0,0,0,0
TRNAR-UCU_14,0,0,0,0,0,0,0,0
TRNAL-UAA_4,0,0,0,0,0,0,0,0
LOC107133209,11,0,9,0,0,30,4,0
TRNAK-UUU_20,0,0,0,0,0,0,0,0
TRNAF-GAA_17,0,0,0,0,0,0,0,0
TRNAK-UUU_21,0,0,0,0,0,0,0,0
TRNAF-GAA_18,0,0,0,0,0,0,0,0
OSBP,69,77,94,41,75,167,44,79
PATL1,439,291,512,396,677,254,351,262
LOC101907407,3,3,0,5,0,8,6,7
OR10V1,0,0,0,0,0,0,0,0
LOC112441591,39,21,13,15,26,1,8,22
LOC527077,0,0,0,0,0,0,0,0
STX3,3094,4555,4677,3797,3852,4880,4130,4381
MRPL16,2724,2063,3007,2052,2836,2114,2937,4277
CBLIF,0,0,0,0,0,0,1,6
TCN1,0,0,0,2,0,0,0,0
OOSP2,2,0,0,0,0,3,0,4
MS4A3,0,0,0,0,0,0,0,0
MS4A2,0,0,0,0,0,0,0,0
LOC112441667,0,0,0,0,0,0,0,0
MS4A7,0,1,0,0,0,0,0,0
LOC132342378,0,0,0,0,0,0,0,0
LOC112441666,0,0,0,0,0,0,0,0
MS4A14,0,0,0,0,0,0,0,0
MS4A5,0,0,0,0,0,0,0,0
MS4A1,0,0,0,0,0,0,0,0
LOC132342380,0,0,0,0,0,0,0,0
LOC107133207,0,0,0,0,0,0,0,0
LOC132342379,0,0,0,0,0,0,0,0
MS4A13,4,0,1,0,0,0,22,16
LOC100849053,0,0,0,0,0,0,0,0
MIR6519,0,0,0,0,0,0,0,0
LOC101908134,0,8,0,0,0,0,0,0
NCAPD3,1285,1584,1681,1451,2145,1174,1693,1304
LOC101902204,11,7,41,12,15,28,28,18
VPS26B,394,271,895,233,256,125,31,400
THYN1,1827,1745,3600,2402,4027,2684,2262,2830
ACAD8,912,469,1832,923,1159,1514,483,1033
LOC613282,0,0,0,0,0,0,0,0
GLB1L3,0,0,12,0,0,13,0,3
GLB1L2,61,26,206,67,34,37,105,17
B3GAT1,0,0,0,0,0,0,1,0
LOC132342381,0,0,0,0,0,0,0,0
LOC100335879,0,0,0,0,0,0,0,0
LOC100271685,0,0,0,0,0,0,0,0
LOC112441593,51,32,71,28,29,39,42,39
LOC132342295,0,0,0,0,0,0,0,0
OR4A2,0,0,0,0,0,0,0,0
LOC104970693,0,0,0,0,0,0,0,0
OR4C160,0,0,0,0,0,0,0,0
LOC100848475,0,0,18,0,0,0,11,0
OR4A2I,0,0,0,0,0,0,0,0
OR4A2C,0,0,0,0,0,0,0,0
OR4C188,0,0,0,0,0,0,0,0
OR4C181,0,0,0,0,0,0,0,0
OR5L1C,0,0,0,0,0,0,0,0
OR5W1,0,0,0,0,0,0,1,0
OR5W33,0,0,0,0,0,0,0,0
TRNAR-UCU_15,0,0,0,0,0,0,0,0
LOC132342429,38,31,81,9,8,13,0,12
TMEM183A,2586,2037,2827,1937,3505,2684,2680,2563
PPFIA4,0,9,12,0,0,0,19,0
MYOG,0,0,0,0,0,0,0,0
TRNAY-GUA_41,0,0,0,0,0,0,0,0
LOC112441941,0,0,0,0,0,0,0,0
ADORA1,0,8,11,0,0,0,0,11
MYBPH,22,24,34,25,0,2,0,56
CHI3L1,0,0,0,0,0,0,0,0
CHIT1,0,0,0,0,0,0,0,0
LOC107133212,0,0,0,0,0,0,0,0
LOC100847554,13,19,28,12,0,20,22,3
BTG2,84,247,565,75,231,808,321,1000
FMOD,4,4,15,0,0,0,0,0
LOC107133214,1,0,5,0,0,2,0,11
PRELP,0,3,0,0,0,0,0,0
OPTC,0,0,0,0,0,0,0,0
ATP2B4,129,115,420,133,233,633,420,619
LOC132342430,0,0,0,0,0,0,0,0
LAX1,0,0,0,0,0,0,18,14
ZC3H11A,3176,3190,2965,3374,4753,2716,2681,3889
LOC132342431,0,0,0,0,0,0,0,0
SNRPE,5676,4609,6942,5090,8880,5028,8143,7431
LOC104974354,0,0,5,0,0,1,0,6
SOX13,70,67,83,51,117,60,47,131
ETNK2,89,165,128,76,216,45,24,115
REN,0,0,0,0,0,0,0,0
LOC132342432,0,0,0,0,0,0,0,27
KISS1,0,0,0,0,0,0,0,0
GOLT1A,53,4,80,11,1,21,21,63
PLEKHA6,79,46,164,116,88,279,114,108
LOC532773,0,8,56,5,0,82,14,13
LOC101907689,9,1,0,0,0,0,0,0
LOC101907913,58,34,155,60,109,131,88,41
PPP1R15B,2848,2856,4168,2476,3712,4067,2625,5044
PIK3C2B,9,53,46,44,28,65,44,38
LOC112441896,0,0,0,0,0,0,0,0
LOC132342433,0,0,0,0,0,0,0,0
TRNAK-UUU_22,0,0,0,0,0,0,0,0
TRNAK-UUU_23,0,0,0,0,0,0,0,0
MDM4,777,524,1018,586,1089,896,810,767
LOC132342434,0,0,0,0,0,0,0,0
LRRN2,118,375,137,278,265,123,241,369
LOC100848180,84,5,396,2,1,130,176,431
NFASC,74,42,98,8,53,148,67,111
CNTN2,22,55,0,73,146,54,122,140
TMEM81,16,40,15,35,58,8,61,18
RBBP5,3652,4044,3538,3643,4516,2859,4035,5429
LOC112441810,70,17,44,78,121,17,28,33
DSTYK,346,264,379,317,221,180,248,419
TMCC2,20,3,7,15,32,7,17,36
LOC132342435,1,0,0,1,38,8,0,0
NUAK2,347,466,575,225,984,1124,574,483
KLHDC8A,21,60,53,17,145,54,24,30
LEMD1,0,0,0,0,0,0,0,0
BLACAT1,0,0,6,0,0,0,0,0
LOC112441811,0,0,0,0,0,0,0,0
MIR135B,0,0,0,0,0,0,0,0
CDK18,67,136,219,79,71,63,49,141
LOC112441812,0,0,0,0,0,0,0,0
MFSD4A,110,32,42,79,45,27,42,109
ELK4,16,35,64,11,0,41,38,49
SLC45A3,25,5,39,21,0,16,13,46
NUCKS1,723,641,1104,748,1433,995,910,1067
RAB29,173,136,183,192,74,412,47,231
SLC41A1,4818,3469,6953,3153,3457,4210,2846,5738
PM20D1,1934,2700,2813,1712,1910,2398,2427,3777
LOC101904265,0,15,4,19,18,6,7,45
SLC26A9,54,78,9,9,16,0,14,184
RAB7B,4537,1357,3296,1189,3863,4480,1362,2343
CTSE,0,0,4,0,0,0,0,0
LOC515828,344,303,1996,216,521,967,517,988
RHEX,6,0,14,23,0,30,14,44
AVPR1B,0,1,0,0,0,0,0,12
FAM72A,393,344,455,415,338,285,266,464
SRGAP2,854,353,1324,425,263,893,290,1804
LOC132342439,17,0,0,0,0,25,0,12
LOC132342437,1,0,0,6,0,0,0,0
LOC132342438,0,0,1,0,0,0,0,2
IKBKE,0,0,25,5,6,129,0,65
RASSF5,29,147,336,138,182,121,211,520
EIF2D,1602,1223,1876,1241,2545,1675,1825,1954
DYRK3,477,362,759,497,572,513,347,860
MAPKAPK2,375,412,811,388,480,760,333,438
IL10,0,0,2,0,0,2,0,0
LOC104974370,4,0,20,0,0,13,1,0
IL19,0,0,0,4,0,0,0,0
IL20,0,0,0,0,0,0,0,0
IL24,5,0,0,0,0,0,0,0
FCMR,9,1,9,0,0,73,10,35
PIGR,0,0,0,0,0,0,0,0
FCAMR,0,0,0,0,0,0,0,0
C16H1orf116,76,140,396,62,118,1062,205,135
YOD1,48,79,48,37,95,64,79,56
PFKFB2,199,166,193,147,77,304,54,441
C4BPB,1,0,0,0,0,0,0,0
TRNAE-CUC_25,0,1,0,0,0,0,3,0
C4BPA,20,0,0,5,0,0,24,0
LOC506707,0,17,0,0,2,36,0,0
LOC510860,0,0,0,0,0,0,0,0
LOC515150,0,0,0,0,0,0,0,0
CD55,88,69,376,77,143,721,60,162
CR2,3,0,0,0,0,0,0,0
CR1L,0,0,0,0,0,0,0,0
LOC100336868,0,1,1,0,0,0,0,7
LOC514121,0,0,0,0,0,0,0,0
LOC112441814,0,0,0,0,0,0,0,0
LOC112441501,0,0,0,0,0,0,0,0
LOC112441815,0,0,0,0,0,0,0,0
LOC790886,0,1,0,2,0,2,3,4
LOC781004,0,0,0,0,0,0,0,0
CFH,0,0,44,0,0,0,0,13
KCNT2,7,7,3,4,0,0,0,7
LOC101907330,0,0,0,0,0,0,0,0
LOC132342440,47,57,143,32,8,103,41,242
LOC112441816,4,4,6,0,0,4,0,1
LOC112441779,3,0,1,0,0,0,1,1
LOC107133219,36,1,2,7,9,31,40,5
LOC104970253,0,1,1,0,0,2,1,1
LOC132342441,3,10,9,0,0,0,0,37
LOC132342442,5,1,2,0,79,0,3,107
LOC132342416,0,0,0,0,0,0,0,0
LOC100848559,0,0,0,0,0,0,0,0
LOC132342417,0,0,0,0,0,0,0,0
LOC789494,0,4,0,0,3,0,2,0
LOC132342443,14,7,106,0,5,1,1,140
TRNAK-UUU_24,0,0,0,0,0,0,0,0
TRNAD-AUC_4,0,0,0,0,0,0,0,0
LOC112441781,0,0,0,0,0,0,0,0
LOC132342418,0,0,9,6,0,0,2,0
CDC73,324,313,307,274,343,264,163,410
TRNAK-CUU_12,0,0,0,0,0,0,0,0
B3GALT2,0,0,0,1,0,0,0,0
GLRX2,1657,1400,1689,1485,2324,2840,1723,1668
RO60,681,1142,835,872,1198,878,716,883
UCHL5,3585,3156,4124,3051,3479,4103,3358,4274
RGS2,11,49,9,27,49,9,12,5
RGS13,0,0,0,0,0,0,0,0
TRNAW-CCA_87,0,0,0,0,0,0,0,0
RGS1,0,0,0,0,0,0,0,0
LOC104974385,0,0,0,0,0,0,0,0
LOC107133222,0,0,0,0,0,0,1,0
RGS21,0,0,0,0,0,0,0,0
RGS18,0,0,0,0,0,0,0,0
LOC107133223,1,0,16,0,0,0,0,10
LOC132342444,7,0,0,0,0,0,0,0
LOC100848959,0,0,0,0,0,7,0,0
BRINP3,0,0,0,0,0,0,0,0
LOC112441933,0,0,0,0,0,0,0,0
LOC132342445,0,0,0,0,0,0,0,0
LOC132342446,11,0,3,0,35,0,0,9
LOC112441898,0,0,0,0,0,0,0,0
LOC529930,1,1,0,2,2,4,1,0
LOC112441932,0,0,0,0,0,0,0,0
KCTD3,521,855,888,909,897,544,740,715
USH2A,33,6,15,13,19,16,1,0
LOC101901898,0,0,0,0,0,0,0,0
TRNAC-ACA_154,0,0,0,0,0,0,0,0
ESRRG,853,1395,999,550,1319,845,1712,1303
MIR2285BM,0,0,0,0,4,0,0,0
TRNAY-AUA_24,0,0,0,0,0,0,4,0
TRNAG-GCC_21,0,0,0,0,0,0,0,0
MIR2285AZ,0,0,0,0,0,0,0,0
GPATCH2,362,361,314,163,534,223,333,286
SPATA17,5,0,0,7,0,0,10,0
LOC112441782,0,0,0,0,0,0,0,0
RRP15,1788,1879,1565,1435,1745,1096,1480,1913
TGFB2,118,19,105,81,36,38,103,120
LOC132342419,0,1,0,0,0,0,0,0
TRNAS-GGA_87,0,0,1,0,0,0,1,2
LYPLAL1,398,340,308,185,507,406,481,445
LOC101904386,0,0,0,0,0,0,0,0
LOC112441784,0,0,0,0,0,0,0,0
LOC132342420,0,0,0,0,0,0,0,0
SLC30A10,0,43,5,0,0,0,0,0
EPRS1,12220,12923,9384,9993,13398,12288,11990,11981
BPNT1,388,365,361,480,704,299,737,504
TRNAE-UUC_85,0,0,0,0,0,0,0,0
IARS2,4938,5247,3968,5472,9751,6574,7741,6151
MIR215,0,0,0,0,0,0,0,0
MIR194-1,0,0,0,0,0,0,0,0
MIR194B,0,0,0,0,0,0,0,0
RAB3GAP2,1205,1003,896,748,1153,1519,912,1065
MIR664B,0,0,0,0,0,1,0,0
TRNAG-CCC_138,0,0,0,0,0,0,0,0
LOC132342421,0,0,0,0,0,0,0,0
MARK1,567,571,1024,474,696,251,177,757
C16H1orf115,350,162,456,263,453,487,346,243
MTARC2,2306,2633,2340,485,281,812,1031,708
MTARC1,66,74,41,21,0,4,0,68
TRNAG-UCC_87,0,0,0,0,0,0,0,0
HLX,1,5,4,4,0,10,1,4
DUSP10,22,28,0,15,59,0,0,53
LOC132342447,0,0,0,0,0,0,0,0
LOC132342422,0,0,0,0,0,0,0,0
LOC112441943,0,0,0,0,0,0,0,0
TRNAT-UGU_7,0,0,0,0,0,0,0,0
HHIPL2,0,0,1,0,0,0,0,12
TAF1A,285,309,154,186,341,101,217,300
MIA3,3983,5073,4820,3456,6332,6405,3942,5209
MIR11975,0,0,0,0,0,0,0,0
AIDA,183,182,201,147,164,283,164,315
BROX,1327,1545,1633,1196,1264,1741,1272,1563
FAM177B,0,12,28,0,0,0,0,10
DISP1,755,521,611,532,1071,455,496,1043
TLR5,0,0,1,0,0,0,0,25
SUSD4,63,95,101,14,241,76,32,57
CCDC185,0,0,0,0,0,0,0,0
LOC132342448,0,0,0,0,0,0,0,0
CAPN8,68,318,102,109,731,32,210,121
CAPN2,14630,11780,16258,12570,15970,21508,12877,15797
TP53BP2,458,293,921,179,122,617,287,1092
FBXO28,84,100,144,109,152,111,63,135
NVL,4480,3315,3779,2829,4119,3374,3689,3914
DEGS1,6507,5694,9061,4609,4159,15200,5615,9397
LOC101905510,2,4,12,7,21,4,15,20
CNIH4,769,343,1209,393,1055,935,812,1356
WDR26,560,597,822,732,499,435,512,699
CNIH3,10,65,65,23,117,133,20,93
LOC785251,0,0,0,0,0,0,0,0
DNAH14,0,1,0,0,0,0,268,0
LBR,1717,2047,2425,1157,1885,2171,2063,2748
LOC132342449,0,0,0,0,0,0,0,0
LOC112441821,0,0,0,0,0,0,0,0
LOC104974401,0,0,0,0,0,2,0,0
ENAH,1484,1298,1172,1465,1826,415,903,1827
TRNAG-CCC_139,0,0,0,0,0,0,0,5
SRP9,2989,2740,2525,2444,2341,2046,2076,3788
EPHX1,161,179,452,185,400,204,274,694
TMEM63A,527,667,428,489,1077,622,797,1199
LEFTY2,76,78,88,19,475,39,151,138
LOC112441822,0,0,0,0,0,0,0,0
LOC112441823,0,0,0,0,0,0,0,0
PYCR2,1663,1813,2158,1507,3016,1497,1781,2100
LOC100336971,21,0,52,0,17,9,13,12
SDE2,1875,1649,3081,1434,2316,2039,1923,3158
H3-3A,7746,5472,7552,6144,11252,5774,8631,7620
ACBD3,1355,1558,1611,987,967,463,397,1771
MIXL1,10,0,12,1,0,0,0,22
LIN9,709,690,541,540,534,478,618,510
LOC101902123,34,38,51,34,0,19,26,41
PARP1,12488,8309,8952,10018,13428,7198,9471,12524
LOC132342450,0,0,0,0,0,0,0,0
STUM,9,11,66,4,0,0,0,88
ITPKB,92,84,108,58,46,281,124,41
PSEN2,1011,558,939,598,1004,1338,732,1663
COQ8A,352,233,201,321,253,126,252,313
CDC42BPA,235,387,461,412,591,591,211,335
LOC781254,54,99,93,17,22,83,11,56
LOC112441825,0,0,0,0,0,1,0,0
AHCTF1,3188,3418,3089,2657,4132,3447,2867,4318
LOC112441897,0,0,0,0,0,0,0,0
KIF28,0,9,0,0,0,22,3,3
SCCPDH,295,528,335,158,98,678,117,270
LOC132342451,0,0,0,0,0,0,0,0
H3-3D,0,0,0,0,0,2,0,0
CNST,373,193,281,312,319,269,313,182
TFB2M,2028,2147,1225,1549,1759,1411,1604,1387
SMYD3,498,271,172,300,366,504,471,283
LOC112441900,4,0,0,0,1,0,1,0
LOC112441923,0,0,0,0,0,0,0,0
KIF26B,8,0,0,0,0,40,8,0
LOC112441826,0,0,0,0,0,0,0,0
EFCAB2,138,54,80,38,131,48,145,119
MIR7180,0,0,0,0,0,0,0,0
LOC112441925,1,0,0,0,0,0,0,0
LOC132342454,42,8,34,14,13,19,27,74
HNRNPU,28923,32010,24267,26423,28380,18812,16196,31635
COX20,361,352,402,275,388,513,535,295
C16H1orf202,3,0,20,4,0,0,4,1
DESI2,3748,3941,3363,3475,3411,5115,2940,4609
CATSPERE,2,3,15,3,8,1,1,16
ADSS2,4290,4242,3627,3073,5200,2438,2584,3537
C16H1orf100,0,0,0,5,0,0,0,0
LOC112441929,1,0,0,0,0,0,0,0
ZBTB18,86,105,145,127,30,116,72,101
AKT3,434,455,992,656,721,447,499,843
SDCCAG8,179,125,358,79,224,122,152,231
CEP170,62,478,444,291,217,242,237,668
PLD5,0,0,0,21,0,5,53,19
BECN2,0,17,0,0,0,0,0,179
MAP1LC3C,0,9,0,0,0,0,18,0
EXO1,703,497,971,337,241,408,600,797
WDR64,0,0,0,0,0,4,0,0
TRNAC-ACA_155,0,0,0,0,0,0,0,0
CHML,821,548,884,543,442,1415,481,598
LOC132342456,0,0,0,0,0,0,0,0
OPN3,0,0,0,0,0,0,0,0
KMO,0,0,0,0,0,0,0,0
FH,9330,9174,10419,8676,13025,11410,11944,9643
RGS7,3,4,0,1,0,57,0,43
TRNAY-GUA_42,0,0,0,0,0,0,0,0
LOC132342458,97,0,99,0,1,0,0,319
XCL2,12,0,0,0,0,0,1,0
XCL1,0,0,1,0,0,0,0,0
LOC132342459,0,0,0,0,0,0,0,0
LOC104974416,1,0,0,0,0,0,0,0
DPT,0,0,0,0,0,0,0,0
TRNAC-ACA_156,0,0,0,0,0,0,0,0
LOC104974419,0,0,0,0,0,0,0,0
ATP1B1,73,46,100,30,96,146,61,119
LOC112441946,0,0,0,0,0,0,0,0
NME7,94,118,114,144,161,232,216,134
BLZF1,601,834,1010,574,620,1058,539,1105
CCDC181,6,4,1,0,0,2,4,0
SLC19A2,752,592,690,393,283,2815,605,1033
TRNAG-CCC_140,2,0,2,0,0,0,0,0
F5,112,62,189,175,326,427,425,222
TRNAW-CCA_88,0,0,0,0,0,0,0,0
SELP,1,217,24,22,104,29,52,122
SELL,344,867,288,140,637,170,282,909
LOC132342460,0,0,0,0,1,0,0,2
SELE,0,0,0,0,0,0,0,0
LOC132342461,0,0,0,0,0,0,0,9
METTL18,816,852,523,799,681,560,682,868
C16H1orf112,1029,1164,940,1231,1427,1174,1229,1716
SCYL3,203,254,267,303,505,485,224,280
KIFAP3,416,422,414,432,673,653,996,793
LOC112441927,0,0,0,0,0,0,0,0
NTMT2,0,0,0,0,0,0,0,0
GORAB,331,181,408,160,368,357,274,547
LOC101901943,0,0,0,0,0,0,0,0
PRRX1,0,0,0,0,0,0,0,0
MROH9,0,0,0,0,0,0,0,0
TRNAE-UUC_86,0,0,0,0,0,0,0,0
FMO3,0,0,0,0,0,0,0,0
LOC517828,0,0,0,0,0,0,0,0
FMO2,0,0,0,0,0,0,0,0
FMO1,0,6,0,0,0,0,0,0
FMO4,17,27,72,46,0,187,111,187
LOC107133234,3,0,0,2,0,1,0,0
LOC101902371,0,0,0,6,0,7,0,0
LOC104974427,0,0,0,0,0,0,1,14
PRRC2C,6038,4818,7051,4365,5026,4400,4504,9088
MYOCOS,0,0,0,0,0,0,0,0
MYOC,0,0,23,0,0,0,0,0
VAMP4,1310,766,1020,929,936,987,817,870
METTL13,5054,7024,8559,6959,13253,9115,9634,7388
DNM3,50,31,51,64,132,102,66,117
LOC132342463,0,0,0,0,0,0,0,16
MIR214,0,0,0,0,0,0,0,0
MIR3120,0,0,0,0,0,0,0,0
MIR199A-1,0,0,0,0,0,0,0,0
C16H1orf105,0,0,0,0,0,18,0,0
PIGC,3219,3479,3917,2728,4499,4057,4171,3898
TRNAY-GUA_43,0,0,0,0,0,0,0,0
LOC112441830,1,1,1,0,0,6,1,2
SUCO,654,874,699,749,701,1276,682,1601
FASLG,7,0,0,0,0,17,0,1
LOC112441831,1,0,0,0,3,0,1,1
TRNAC-ACA_157,0,0,0,0,0,0,0,0
LOC132342129,0,0,0,0,0,0,0,0
LOC132342464,0,0,0,0,0,0,0,0
TNFSF18,0,0,1,0,0,0,0,0
LOC614226,39,29,147,38,201,53,37,153
LOC112441832,0,0,0,0,0,0,0,5
TNFSF4,0,0,0,0,7,0,0,8
AADACL4,0,0,0,0,0,0,0,0
LOC132342465,29,0,12,0,39,14,1,15
DHRS3,669,492,604,678,1105,406,899,567
VPS13D,1741,1050,1743,1264,845,1004,1151,1671
LOC112441907,0,0,0,0,0,0,0,0
LOC112441834,0,0,18,6,49,0,0,0
TRNAG-CCC_141,0,0,0,1,0,0,0,0
LOC132342466,3,6,0,0,0,0,1,2
TNFRSF1B,2670,829,2327,912,1466,685,989,3774
TNFRSF8,412,639,197,1051,872,248,737,554
MIIP,214,124,227,134,382,173,188,263
MFN2,442,659,850,636,971,689,681,814
PLOD1,57,10,67,27,81,74,24,51
KIAA2013,266,231,464,180,750,223,148,400
LOC112441916,0,2,3,0,0,1,2,0
NPPB,264,334,613,97,744,1169,424,837
NPPA,0,0,0,0,0,0,0,0
CLCN6,99,113,139,89,290,180,106,176
MTHFR,892,1332,1180,1321,1620,1055,1024,1896
MIR12050,0,1,5,0,0,0,0,1
C16H1orf167,94,123,196,137,240,144,127,211
AGTRAP,4252,4639,5927,3548,6523,10141,7497,4747
LOC107133238,38,10,0,21,0,5,29,30
DRAXIN,0,2,4,0,1,1,1,0
MAD2L2,2941,2192,4900,2365,3415,4007,3957,4223
FBXO6,715,1430,2845,1592,2842,3387,2937,2134
FBXO44,46,84,273,36,22,120,59,133
FBXO2,7,13,161,15,30,121,36,193
LOC104974435,1,8,4,6,0,0,7,6
DISP3,998,948,388,974,2348,155,1170,952
UBIAD1,267,110,273,145,372,136,108,299
MTOR,3300,2746,1546,2444,3861,1650,3333,2959
ANGPTL7,8,8,8,4,0,9,0,0
EXOSC10,4087,4330,4477,3577,5058,4080,4347,3796
SRM,10106,7233,9932,4810,8316,3352,2041,9236
MASP2,13,13,20,0,0,37,29,12
TARDBP,3073,2592,2813,2275,2931,2098,2107,2927
CASZ1,3,7,1,1,0,0,7,23
PEX14,61,45,65,64,223,53,48,80
DFFA,852,1268,972,847,1938,1038,997,1160
CORT,0,6,0,0,0,4,3,0
CENPS,1556,627,1701,724,1171,934,1362,1533
PGD,11007,15008,10044,11911,19171,11179,16280,13405
TRNAR-CCG_2,0,0,0,0,0,0,0,0
KIF1B,536,735,974,723,679,1280,735,1259
UBE4B,2024,2492,2474,1879,2483,1237,1914,4110
TRNAE-CUC_26,0,1,0,0,0,0,0,0
RBP7,0,1,1,0,0,0,0,1
LOC112441838,1,7,6,2,2,5,6,0
NMNAT1,1754,1171,1760,988,1309,1806,1653,1576
TRNAG-CCC_142,4,0,1,3,0,0,3,0
LZIC,1767,1316,1380,1747,1539,1610,1728,1310
CTNNBIP1,29,22,36,21,11,10,15,35
CLSTN1,367,158,288,158,241,24,64,169
PIK3CD,231,157,513,118,102,30,93,380
LOC112441918,0,0,0,0,0,0,0,0
LOC101907127,0,0,7,0,0,0,0,8
LOC112441924,0,0,0,0,0,0,0,0
TMEM201,335,186,387,242,343,167,134,499
SLC25A33,1252,1538,1793,1527,1767,1905,958,1947
LOC132342467,0,0,0,0,0,0,0,0
LOC100848532,5,0,0,0,0,0,0,0
LOC132342468,5,9,0,1,14,3,14,7
SPSB1,2003,2392,2257,2671,3413,5062,3290,2622
LOC104974443,1,1,0,17,29,21,0,11
GPR157,567,544,1108,348,986,1397,560,766
MIR34A,1,1,0,0,0,3,2,4
LOC101905940,0,1,0,1,0,4,0,0
LOC112441908,0,2,0,1,0,3,0,0
